question_id,grounding_biomedclip,grounding_biomedclip_processed
3466,"[28.959692001342773, 25.80668830871582, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 36.451507568359375, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 25.80668830871582, 33.69609832763672, 33.69609832763672, 33.69609832763672, 25.80668830871582, 36.451507568359375, 33.69609832763672, 36.451507568359375]","[28.959692001342773, 25.80668830871582, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 36.451507568359375, 33.69609832763672, 33.69609832763672, 33.69609832763672, 33.69609832763672, 25.80668830871582, 33.69609832763672, 33.69609832763672, 33.69609832763672, 25.80668830871582, 36.451507568359375, 33.69609832763672, 36.451507568359375]"
3467,"[33.06861877441406, 33.06861877441406, 33.789161682128906, 28.883195877075195, 33.789161682128906, 33.789161682128906, 28.375144958496094, 28.883195877075195, 33.06861877441406, 28.375144958496094, 28.375144958496094, 28.883195877075195, 28.375144958496094, 28.375144958496094, 28.375144958496094, 28.375144958496094, 33.06861877441406, 28.375144958496094, 33.06861877441406, 28.375144958496094]","[33.06861877441406, 33.06861877441406, 33.789161682128906, 28.883195877075195, 33.789161682128906, 33.789161682128906, 28.375144958496094, 28.883195877075195, 33.06861877441406, 28.375144958496094, 28.375144958496094, 28.883195877075195, 28.375144958496094, 28.375144958496094, 28.375144958496094, 28.375144958496094, 33.06861877441406, 28.375144958496094, 33.06861877441406, 28.375144958496094]"
3468,"[33.5191764831543, 32.008480072021484, 32.008480072021484, 32.008480072021484, 28.58755111694336, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484]","[33.5191764831543, 32.008480072021484, 32.008480072021484, 32.008480072021484, 28.58755111694336, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484, 32.008480072021484]"
3470,"[21.990123748779297, 38.99055480957031, 38.659393310546875, 33.887535095214844, 26.59349822998047, 35.43397903442383, 35.53541946411133, 19.05902099609375, 29.862163543701172, 30.555740356445312, 37.65166473388672, 20.461692810058594, 29.941423416137695, 26.59349822998047, 38.608123779296875, 34.295387268066406, 38.659393310546875, 24.152488708496094, 35.671119689941406, 33.92718505859375]","[21.990123748779297, 38.99055480957031, 38.659393310546875, 33.887535095214844, 26.59349822998047, 35.43397903442383, 35.53541946411133, 19.05902099609375, 29.862163543701172, 30.555740356445312, 37.65166473388672, 20.461692810058594, 29.941423416137695, 26.59349822998047, 38.608123779296875, 34.295387268066406, 38.659393310546875, 24.152488708496094, 35.671119689941406, 33.92718505859375]"
3473,"[25.01895523071289, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 28.88547134399414, 29.741771697998047, 29.741771697998047, 25.01895523071289, 25.01895523071289, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047]","[25.01895523071289, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 28.88547134399414, 29.741771697998047, 29.741771697998047, 25.01895523071289, 25.01895523071289, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047, 29.741771697998047]"
3479,"[37.38312530517578, 32.93749237060547, 35.160953521728516, 33.796875, 40.04155349731445, 35.412193298339844, 40.342864990234375, 37.07853698730469, 42.044189453125, 34.793704986572266, 38.96735382080078, 36.89200210571289, 37.79747772216797, 36.017906188964844, 35.77641296386719, 40.66654586791992, 35.108253479003906, 41.73443603515625, 35.74915313720703, 36.81309127807617]","[37.38312530517578, 32.93749237060547, 35.160953521728516, 33.796875, 40.04155349731445, 35.412193298339844, 40.342864990234375, 37.07853698730469, 42.044189453125, 34.793704986572266, 38.96735382080078, 36.89200210571289, 37.79747772216797, 36.017906188964844, 35.77641296386719, 40.66654586791992, 35.108253479003906, 41.73443603515625, 35.74915313720703, 36.81309127807617]"
3480,"[28.399200439453125, 34.293617248535156, 28.23465347290039, 26.849376678466797, 33.904090881347656, 27.5904541015625, 36.324676513671875, 27.592212677001953, 37.124141693115234, 26.849376678466797, 23.119857788085938, 36.37840270996094, 23.119857788085938, 28.399200439453125, 23.119857788085938, 23.119857788085938, 29.217308044433594, 36.852745056152344, 23.119857788085938, 23.119857788085938]","[28.399200439453125, 34.293617248535156, 28.23465347290039, 26.849376678466797, 33.904090881347656, 27.5904541015625, 36.324676513671875, 27.592212677001953, 37.124141693115234, 26.849376678466797, 23.119857788085938, 36.37840270996094, 23.119857788085938, 28.399200439453125, 23.119857788085938, 23.119857788085938, 29.217308044433594, 36.852745056152344, 23.119857788085938, 23.119857788085938]"
3483,"[34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 33.57666015625, 34.560096740722656, 34.560096740722656]","[34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 34.560096740722656, 33.57666015625, 34.560096740722656, 34.560096740722656]"
3492,"[32.62312698364258, 37.95275115966797, 32.62312698364258, 34.468971252441406, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 21.221782684326172, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.6376838684082, 32.62312698364258, 32.62312698364258, 32.62312698364258]","[32.62312698364258, 37.95275115966797, 32.62312698364258, 34.468971252441406, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 21.221782684326172, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.62312698364258, 32.6376838684082, 32.62312698364258, 32.62312698364258, 32.62312698364258]"
3500,"[33.94929504394531, 34.75934982299805, 33.94929504394531, 33.504817962646484, 33.94929504394531, 33.98670196533203, 30.19402503967285, 33.94929504394531, 32.303348541259766, 33.477508544921875, 32.33422088623047, 33.94929504394531, 33.98670196533203, 30.19402503967285, 31.775985717773438, 32.33422088623047, 31.48122787475586, 36.622833251953125, 33.477508544921875, 33.94929504394531]","[33.94929504394531, 34.75934982299805, 33.94929504394531, 33.504817962646484, 33.94929504394531, 33.98670196533203, 30.19402503967285, 33.94929504394531, 32.303348541259766, 33.477508544921875, 32.33422088623047, 33.94929504394531, 33.98670196533203, 30.19402503967285, 31.775985717773438, 32.33422088623047, 31.48122787475586, 36.622833251953125, 33.477508544921875, 33.94929504394531]"
3508,"[38.52555847167969, 38.314910888671875, 32.07587432861328, 33.51932144165039, 32.74153137207031, 33.02288818359375, 34.68778610229492, 30.622276306152344, 33.640907287597656, 13.447728157043457, 28.897377014160156, 31.025686264038086, 25.98809051513672, 30.65178108215332, 27.067115783691406, 35.02101135253906, 29.600711822509766, 34.14703369140625, 34.68778610229492, 35.36949920654297]","[38.52555847167969, 38.314910888671875, 32.07587432861328, 33.51932144165039, 32.74153137207031, 33.02288818359375, 34.68778610229492, 30.622276306152344, 33.640907287597656, 13.447728157043457, 28.897377014160156, 31.025686264038086, 25.98809051513672, 30.65178108215332, 27.067115783691406, 35.02101135253906, 29.600711822509766, 34.14703369140625, 34.68778610229492, 35.36949920654297]"
3509,"[26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922]","[26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922, 26.824504852294922]"
3514,"[18.574317932128906, 19.656997680664062, 21.844833374023438, 18.094932556152344, 17.541215896606445, 18.094932556152344, 18.094932556152344, 14.848358154296875, 18.574317932128906, 15.9170560836792, 23.679906845092773, 23.679906845092773, 22.2207088470459, 18.094932556152344, 17.825672149658203, 21.431291580200195, 18.574317932128906, 18.574317932128906, 17.459976196289062, 18.795312881469727]","[18.574317932128906, 19.656997680664062, 21.844833374023438, 18.094932556152344, 17.541215896606445, 18.094932556152344, 18.094932556152344, 14.848358154296875, 18.574317932128906, 15.9170560836792, 23.679906845092773, 23.679906845092773, 22.2207088470459, 18.094932556152344, 17.825672149658203, 21.431291580200195, 18.574317932128906, 18.574317932128906, 17.459976196289062, 18.795312881469727]"
3515,"[37.498287200927734, 38.89850997924805, 40.218299865722656, 33.64126205444336, 37.243385314941406, 38.38880157470703, 36.72663116455078, 36.72663116455078, 39.32948684692383, 39.76097869873047, 39.42978286743164, 41.80139923095703, 38.77666091918945, 38.23809051513672, 36.3922233581543, 36.62717056274414, 41.80139923095703, 37.750404357910156, 34.62964630126953, 32.963539123535156]","[37.498287200927734, 38.89850997924805, 40.218299865722656, 33.64126205444336, 37.243385314941406, 38.38880157470703, 36.72663116455078, 36.72663116455078, 39.32948684692383, 39.76097869873047, 39.42978286743164, 41.80139923095703, 38.77666091918945, 38.23809051513672, 36.3922233581543, 36.62717056274414, 41.80139923095703, 37.750404357910156, 34.62964630126953, 32.963539123535156]"
3517,"[30.184038162231445, 30.184038162231445, 30.742197036743164, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 31.288501739501953, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 31.288501739501953, 30.184038162231445, 30.184038162231445]","[30.184038162231445, 30.184038162231445, 30.742197036743164, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 31.288501739501953, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 30.184038162231445, 31.288501739501953, 30.184038162231445, 30.184038162231445]"
3519,"[28.628578186035156, 35.39031219482422, 28.628578186035156, 35.39031219482422, 37.70494079589844, 28.628578186035156, 37.70494079589844, 35.39031219482422, 37.70494079589844, 28.628578186035156, 37.70494079589844, 35.39031219482422, 35.39031219482422, 35.39031219482422, 37.70494079589844, 35.39031219482422, 33.94924545288086, 28.628578186035156, 35.39031219482422, 28.628578186035156]","[28.628578186035156, 35.39031219482422, 28.628578186035156, 35.39031219482422, 37.70494079589844, 28.628578186035156, 37.70494079589844, 35.39031219482422, 37.70494079589844, 28.628578186035156, 37.70494079589844, 35.39031219482422, 35.39031219482422, 35.39031219482422, 37.70494079589844, 35.39031219482422, 33.94924545288086, 28.628578186035156, 35.39031219482422, 28.628578186035156]"
3520,"[33.691558837890625, 33.691558837890625, 33.691558837890625, 33.691558837890625, 34.148826599121094, 33.691558837890625, 33.691558837890625, 33.691558837890625, 34.148826599121094, 33.691558837890625, 32.06678771972656, 33.691558837890625, 33.691558837890625, 33.691558837890625, 32.06678771972656, 33.691558837890625, 32.06678771972656, 33.691558837890625, 34.148826599121094, 33.691558837890625]","[33.691558837890625, 33.691558837890625, 33.691558837890625, 33.691558837890625, 34.148826599121094, 33.691558837890625, 33.691558837890625, 33.691558837890625, 34.148826599121094, 33.691558837890625, 32.06678771972656, 33.691558837890625, 33.691558837890625, 33.691558837890625, 32.06678771972656, 33.691558837890625, 32.06678771972656, 33.691558837890625, 34.148826599121094, 33.691558837890625]"
3521,"[37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 34.15546417236328, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672]","[37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 34.15546417236328, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672, 37.02275848388672]"
3523,"[32.36053466796875, 24.36721420288086, 33.59136962890625, 35.356266021728516, 30.561458587646484, 23.90111541748047, 33.654396057128906, 17.749305725097656, 17.749305725097656, 37.790531158447266, 23.87849235534668, 33.08021926879883, 17.749305725097656, 17.749305725097656, 17.182397842407227, 39.519649505615234, 35.03313446044922, 33.29954528808594, 32.12892150878906, 33.847434997558594]","[32.36053466796875, 24.36721420288086, 33.59136962890625, 35.356266021728516, 30.561458587646484, 23.90111541748047, 33.654396057128906, 17.749305725097656, 17.749305725097656, 37.790531158447266, 23.87849235534668, 33.08021926879883, 17.749305725097656, 17.749305725097656, 17.182397842407227, 39.519649505615234, 35.03313446044922, 33.29954528808594, 32.12892150878906, 33.847434997558594]"
3531,"[15.055017471313477, 10.619619369506836, 9.105103492736816, 12.28746223449707, 10.619619369506836, 20.551891326904297, 9.105103492736816, 9.105103492736816, 9.105103492736816, 10.619619369506836, 14.873682975769043, 10.619619369506836, 14.873682975769043, 9.105103492736816, 12.28746223449707, 11.147655487060547, 9.105103492736816, 14.873682975769043, 14.873682975769043, 12.28746223449707]","[15.055017471313477, 10.619619369506836, 9.105103492736816, 12.28746223449707, 10.619619369506836, 20.551891326904297, 9.105103492736816, 9.105103492736816, 9.105103492736816, 10.619619369506836, 14.873682975769043, 10.619619369506836, 14.873682975769043, 9.105103492736816, 12.28746223449707, 11.147655487060547, 9.105103492736816, 14.873682975769043, 14.873682975769043, 12.28746223449707]"
3532,"[38.04496765136719, 30.081342697143555, 35.63465118408203, 34.3950080871582, 35.63465118408203, 27.360721588134766, 32.65732192993164, 27.360721588134766, 27.67891502380371, 35.63465118408203, 31.512401580810547, 35.81681823730469, 35.63465118408203, 31.30893325805664, 28.69757080078125, 17.120182037353516, 29.44847869873047, 35.099327087402344, 35.63465118408203, 33.51581573486328]","[38.04496765136719, 30.081342697143555, 35.63465118408203, 34.3950080871582, 35.63465118408203, 27.360721588134766, 32.65732192993164, 27.360721588134766, 27.67891502380371, 35.63465118408203, 31.512401580810547, 35.81681823730469, 35.63465118408203, 31.30893325805664, 28.69757080078125, 17.120182037353516, 29.44847869873047, 35.099327087402344, 35.63465118408203, 33.51581573486328]"
3534,"[27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 24.209932327270508, 27.550670623779297, 27.550670623779297, 27.550670623779297]","[27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 27.550670623779297, 24.209932327270508, 27.550670623779297, 27.550670623779297, 27.550670623779297]"
3536,"[30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 28.13292121887207, 28.13292121887207, 30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 28.13292121887207, 30.426942825317383, 30.426942825317383, 30.426942825317383, 32.498477935791016, 30.426942825317383, 30.426942825317383, 28.13292121887207, 30.426942825317383]","[30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 28.13292121887207, 28.13292121887207, 30.426942825317383, 30.426942825317383, 30.426942825317383, 30.426942825317383, 28.13292121887207, 30.426942825317383, 30.426942825317383, 30.426942825317383, 32.498477935791016, 30.426942825317383, 30.426942825317383, 28.13292121887207, 30.426942825317383]"
3544,"[31.80898666381836, 25.497173309326172, 25.497173309326172, 25.497173309326172, 31.681608200073242, 25.497173309326172, 34.28826904296875, 31.681608200073242, 31.681608200073242, 25.497173309326172, 31.80898666381836, 25.497173309326172, 31.681608200073242, 25.497173309326172, 31.681608200073242, 31.681608200073242, 25.497173309326172, 25.497173309326172, 31.80898666381836, 31.681608200073242]","[31.80898666381836, 25.497173309326172, 25.497173309326172, 25.497173309326172, 31.681608200073242, 25.497173309326172, 34.28826904296875, 31.681608200073242, 31.681608200073242, 25.497173309326172, 31.80898666381836, 25.497173309326172, 31.681608200073242, 25.497173309326172, 31.681608200073242, 31.681608200073242, 25.497173309326172, 25.497173309326172, 31.80898666381836, 31.681608200073242]"
3549,"[39.34788131713867, 41.008209228515625, 40.557456970214844, 37.66249084472656, 36.86211013793945, 39.11433029174805, 39.79501724243164, 38.625160217285156, 38.47019958496094, 40.645751953125, 40.019676208496094, 39.005287170410156, 41.476314544677734, 38.33317947387695, 38.1704216003418, 37.6669807434082, 40.15957260131836, 40.80044174194336, 31.198556900024414, 38.980308532714844]","[39.34788131713867, 41.008209228515625, 40.557456970214844, 37.66249084472656, 36.86211013793945, 39.11433029174805, 39.79501724243164, 38.625160217285156, 38.47019958496094, 40.645751953125, 40.019676208496094, 39.005287170410156, 41.476314544677734, 38.33317947387695, 38.1704216003418, 37.6669807434082, 40.15957260131836, 40.80044174194336, 31.198556900024414, 38.980308532714844]"
3551,"[32.77537155151367, 31.397018432617188, 30.0331974029541, 31.6668758392334, 30.0331974029541, 33.191856384277344, 31.01253318786621, 31.397018432617188, 31.410860061645508, 31.410860061645508, 31.01253318786621, 31.6668758392334, 31.397018432617188, 31.6668758392334, 33.191856384277344, 31.410860061645508, 31.410860061645508, 31.397018432617188, 31.397018432617188, 31.6668758392334]","[32.77537155151367, 31.397018432617188, 30.0331974029541, 31.6668758392334, 30.0331974029541, 33.191856384277344, 31.01253318786621, 31.397018432617188, 31.410860061645508, 31.410860061645508, 31.01253318786621, 31.6668758392334, 31.397018432617188, 31.6668758392334, 33.191856384277344, 31.410860061645508, 31.410860061645508, 31.397018432617188, 31.397018432617188, 31.6668758392334]"
3552,"[28.10189437866211, 28.10189437866211, 25.629539489746094, 27.076749801635742, 28.10189437866211, 27.076749801635742, 28.10189437866211, 28.10189437866211, 27.076749801635742, 28.10189437866211, 28.10189437866211, 28.10189437866211, 28.10189437866211, 27.076749801635742, 28.10189437866211, 26.99881935119629, 28.10189437866211, 28.10189437866211, 28.10189437866211, 27.076749801635742]","[28.10189437866211, 28.10189437866211, 25.629539489746094, 27.076749801635742, 28.10189437866211, 27.076749801635742, 28.10189437866211, 28.10189437866211, 27.076749801635742, 28.10189437866211, 28.10189437866211, 28.10189437866211, 28.10189437866211, 27.076749801635742, 28.10189437866211, 26.99881935119629, 28.10189437866211, 28.10189437866211, 28.10189437866211, 27.076749801635742]"
3556,"[10.177105903625488, 10.177105903625488, 17.294139862060547, 10.177105903625488, 14.500799179077148, 13.985448837280273, 17.294139862060547, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 13.985448837280273, 10.177105903625488, 10.177105903625488, 13.985448837280273, 12.113855361938477, 17.294139862060547, 10.177105903625488]","[10.177105903625488, 10.177105903625488, 17.294139862060547, 10.177105903625488, 14.500799179077148, 13.985448837280273, 17.294139862060547, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 10.177105903625488, 13.985448837280273, 10.177105903625488, 10.177105903625488, 13.985448837280273, 12.113855361938477, 17.294139862060547, 10.177105903625488]"
3560,"[32.417747497558594, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.738216400146484, 34.57536697387695, 29.703584671020508, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.865814208984375, 28.738216400146484, 31.64429473876953, 28.752107620239258, 28.865814208984375, 28.738216400146484, 33.85093307495117, 28.738216400146484, 28.752107620239258]","[32.417747497558594, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.738216400146484, 34.57536697387695, 29.703584671020508, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.738216400146484, 28.865814208984375, 28.738216400146484, 31.64429473876953, 28.752107620239258, 28.865814208984375, 28.738216400146484, 33.85093307495117, 28.738216400146484, 28.752107620239258]"
3567,"[34.24174499511719, 35.187503814697266, 29.09554672241211, 34.332393646240234, 28.697542190551758, 35.38690185546875, 25.52159881591797, 30.24108123779297, 27.013904571533203, 30.828475952148438, 35.169410705566406, 28.308273315429688, 33.595245361328125, 37.056190490722656, 31.194324493408203, 25.660236358642578, 28.508085250854492, 41.710906982421875, 31.052249908447266, 31.923599243164062]","[34.24174499511719, 35.187503814697266, 29.09554672241211, 34.332393646240234, 28.697542190551758, 35.38690185546875, 25.52159881591797, 30.24108123779297, 27.013904571533203, 30.828475952148438, 35.169410705566406, 28.308273315429688, 33.595245361328125, 37.056190490722656, 31.194324493408203, 25.660236358642578, 28.508085250854492, 41.710906982421875, 31.052249908447266, 31.923599243164062]"
3568,"[27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914]","[27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914, 27.05759048461914]"
3569,"[23.40427017211914, 24.114112854003906, 27.070762634277344, 27.271337509155273, 27.271337509155273, 33.76499938964844, 27.271337509155273, 27.271337509155273, 27.070762634277344, 27.070762634277344, 23.40427017211914, 23.40427017211914, 23.40427017211914, 23.40427017211914, 27.271337509155273, 27.271337509155273, 27.271337509155273, 27.271337509155273, 27.271337509155273, 23.40427017211914]","[23.40427017211914, 24.114112854003906, 27.070762634277344, 27.271337509155273, 27.271337509155273, 33.76499938964844, 27.271337509155273, 27.271337509155273, 27.070762634277344, 27.070762634277344, 23.40427017211914, 23.40427017211914, 23.40427017211914, 23.40427017211914, 27.271337509155273, 27.271337509155273, 27.271337509155273, 27.271337509155273, 27.271337509155273, 23.40427017211914]"
3576,"[31.34362030029297, 33.764801025390625, 35.200984954833984, 28.699819564819336, 31.34362030029297, 32.54039764404297, 35.624488830566406, 39.412841796875, 28.36572265625, 32.54039764404297, 34.49818420410156, 37.34555435180664, 33.652523040771484, 31.34362030029297, 36.721351623535156, 32.78485870361328, 34.93684387207031, 25.862442016601562, 32.54039764404297, 31.34362030029297]","[31.34362030029297, 33.764801025390625, 35.200984954833984, 28.699819564819336, 31.34362030029297, 32.54039764404297, 35.624488830566406, 39.412841796875, 28.36572265625, 32.54039764404297, 34.49818420410156, 37.34555435180664, 33.652523040771484, 31.34362030029297, 36.721351623535156, 32.78485870361328, 34.93684387207031, 25.862442016601562, 32.54039764404297, 31.34362030029297]"
3578,"[28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844]","[28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.220787048339844, 28.282997131347656, 28.220787048339844]"
3582,"[18.183055877685547, 16.167940139770508, 15.218070983886719, 18.128662109375, 16.167940139770508, 16.167940139770508, 16.167940139770508, 20.734188079833984, 16.167940139770508, 18.949249267578125, 16.167940139770508, 21.614316940307617, 34.06782531738281, 16.118759155273438, 15.218070983886719, 18.3790225982666, 15.218070983886719, 15.003145217895508, 20.62688446044922, 15.218070983886719]","[18.183055877685547, 16.167940139770508, 15.218070983886719, 18.128662109375, 16.167940139770508, 16.167940139770508, 16.167940139770508, 20.734188079833984, 16.167940139770508, 18.949249267578125, 16.167940139770508, 21.614316940307617, 34.06782531738281, 16.118759155273438, 15.218070983886719, 18.3790225982666, 15.218070983886719, 15.003145217895508, 20.62688446044922, 15.218070983886719]"
3588,"[31.070768356323242, 26.880722045898438, 31.070768356323242, 35.411258697509766, 35.30295944213867, 29.08654022216797, 35.04766845703125, 26.880722045898438, 35.478668212890625, 26.880722045898438, 31.070768356323242, 31.070768356323242, 36.309425354003906, 35.478668212890625, 31.070768356323242, 26.880722045898438, 26.880722045898438, 29.08654022216797, 31.070768356323242, 29.08654022216797]","[31.070768356323242, 26.880722045898438, 31.070768356323242, 35.411258697509766, 35.30295944213867, 29.08654022216797, 35.04766845703125, 26.880722045898438, 35.478668212890625, 26.880722045898438, 31.070768356323242, 31.070768356323242, 36.309425354003906, 35.478668212890625, 31.070768356323242, 26.880722045898438, 26.880722045898438, 29.08654022216797, 31.070768356323242, 29.08654022216797]"
3592,"[12.463449478149414, 15.00825023651123, 12.472339630126953, 15.00825023651123, 12.463449478149414, 10.778314590454102, 15.00825023651123, 12.472339630126953, 10.778314590454102, 10.778314590454102, 10.778314590454102, 16.36428451538086, 12.463449478149414, 10.778314590454102, 12.463449478149414, 16.36428451538086, 10.778314590454102, 10.778314590454102, 12.463449478149414, 15.00825023651123]","[12.463449478149414, 15.00825023651123, 12.472339630126953, 15.00825023651123, 12.463449478149414, 10.778314590454102, 15.00825023651123, 12.472339630126953, 10.778314590454102, 10.778314590454102, 10.778314590454102, 16.36428451538086, 12.463449478149414, 10.778314590454102, 12.463449478149414, 16.36428451538086, 10.778314590454102, 10.778314590454102, 12.463449478149414, 15.00825023651123]"
3595,"[34.47370147705078, 34.47370147705078, 24.64960479736328, 29.301448822021484, 34.4343376159668, 25.715911865234375, 31.37411117553711, 38.63230514526367, 29.10257911682129, 29.00252914428711, 34.16157150268555, 30.425643920898438, 34.310333251953125, 34.36983108520508, 30.611854553222656, 31.04974365234375, 34.36983108520508, 34.310333251953125, 34.36983108520508, 34.310333251953125]","[34.47370147705078, 34.47370147705078, 24.64960479736328, 29.301448822021484, 34.4343376159668, 25.715911865234375, 31.37411117553711, 38.63230514526367, 29.10257911682129, 29.00252914428711, 34.16157150268555, 30.425643920898438, 34.310333251953125, 34.36983108520508, 30.611854553222656, 31.04974365234375, 34.36983108520508, 34.310333251953125, 34.36983108520508, 34.310333251953125]"
